Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Afghanistan,AFG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-20.6726892263386,..,..
Afghanistan,AFG,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-22.9026513933626,..,..
Albania,ALB,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,11.2262392219107,10.0196663947673,3.33385225723173,5.17475653355284,5.9974724359886,3.80391302872111,7.09125960973162,3.46579788323108,6.33649398569798,0.800167166256259,5.40285734470471,0.525042545109415,-1.01462294165742,2.04176132173208,0.717996348166579,0.400516696745186,3.52172711441467,1.91723437279872,3.75506535839423,0.750753049727763,-3.69309439606992,12.4430730124333,..,..
Albania,ALB,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,11.9374112028846,11.0570284831704,3.64419148530146,5.5690040884885,6.44139613516823,4.33653298162804,7.76904627674415,4.25067030191056,7.15559823551911,1.48174747677041,5.92744354775078,0.79583641022279,-0.851012496888686,2.22888480895011,0.926745968163928,0.693314927166512,3.68737045871326,2.01101310958917,4.01137842332457,1.18087420346657,-3.13850271364446,13.4901735502229,..,..
Algeria,DZA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,19.4881883839959,-0.0497471547495536,2.16671333028822,9.07805251095057,6.44302914298893,10.4308264881809,8.32563982674819,7.17341231041178,7.23107707191792,-8.6408449416129,13.6495308955946,4.61639231280175,8.9755995547219,0.843985901218588,-0.757884349542891,-1.36471471908773,4.677232387853,1.61936625612678,-0.153854005399324,0.124461545567954,-6.14411790903246,4.05472539060396,..,..
Algeria,DZA,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,17.8243099149906,-1.41557549651864,0.797872969834174,7.61083233710484,4.95557571935279,8.93468698660233,6.7757137360459,5.44285122660267,5.41409838553275,-10.2669224994513,11.5566354013669,2.64909333243801,6.87853241314581,-1.11995287015884,-2.70262708144693,-3.31777206704132,2.61122391516871,-0.349994183337699,-2.03627991786757,-1.70043728244518,-7.75612645877888,2.34402521750702,..,..
American Samoa,ASM,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,10.6528425911773,9.89159334881032,7.50647168603189,17.4406212160752,-8.75266801198593,-13.670754742204,21.3800740087791,11.4986801473676,19.9570806231392,10.9650453244023,13.4889403523311,8.14512116827302,-8.68627895902404,-9.38381849509463,-2.4618267454709,3.14052007783296,15.7578798573728,-6.04861826138175,-0.739845472409272,..,..
Angola,AGO,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,6.93963795056295,6.10513865198614,3.74899347263367,13.29700363194,-12.0139868380978,-16.7823614083414,16.9787044953228,7.4112340827305,15.5318273509256,6.87161128847904,9.32773739662768,4.23310133153674,-11.9306751825508,-12.5759260102853,-5.86462031510371,-0.371550513407399,11.8935518289219,-9.06963908559966,-3.83322456310422,..,..
Antigua and Barbuda,ATG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-0.949472274269354,-4.71834288579144,-11.0408797860761,11.6412102993947,-0.851999100577203,7.32452073426182,20.7447975360932,12.0530241449324,5.65919424016752,-7.50442079500611,11.5789826960197,8.81939655554378,-1.37947731948709,2.14753425992633,-3.59393203004291,5.2659875518724,-1.92741402061975,5.74437499390139,-5.60684741825986,-5.09453160471651,-7.83638320582234,13.1952208959384,..,..
Argentina,ARG,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,-2.06565249224185,-5.75991683923907,-11.9907821510879,10.494598908831,-1.85359175133736,6.22105915844131,19.5019261510683,10.9310920081674,4.61592898572469,-8.43784676002034,11.2941705757023,7.57185069890009,-2.49435012230992,1.01076451794857,-4.6480736792866,4.13731328278936,-2.95875813678136,4.65333180596824,-6.5608473344211,-6.03265279777314,-8.72609771675619,12.1277713910761,..,..
Armenia,ARM,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-0.867664639128449,8.33064695029906,14.783654018807,19.8394457357893,10.3382244660536,14.8732020835844,14.627131761445,16.8873187818405,9.27823184478756,-21.9531399354983,1.59019561136866,2.68700775582258,13.0794239871216,3.45926030755994,1.2323718854572,-1.41065109157067,-1.46483431310183,10.3564924398662,4.13461411467956,5.75628178278924,-9.11256813184974,2.4027779695253,..,..
Armenia,ARM,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,0.305802147251271,9.55428526873976,15.8222765998946,20.6529203862641,10.9989052423489,15.5705659870383,15.4134097271675,17.7468573088732,10.046404716886,-21.4495983867685,2.21095135140925,3.29412468450604,13.6441574337076,3.92410551678563,1.63363309937861,-1.02243730328956,-1.02611096923701,10.8948237772913,4.69872492947587,6.35450211867654,-8.62683878069626,2.93970961159937,..,..
Aruba,ABW,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,3.69178839362215,0.233057309901568,2.6265794493337,0.91698222981789,3.00238807935112,1.83722487754456,4.13029465535044,3.4004017590718,1.55506051201083,-5.05799598054335,1.91250107511414,1.53468341722365,-0.40137443875075,-0.239205486506776,0.877091983395943,0.535429018149841,3.76228976536397,0.352649305186461,2.09372738402087,1.50511683613821,-6.59592462178009,3.63227600688209,..,..
Austria,AUT,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,3.44274377584455,-0.149900778290615,2.1229167043725,0.426576838954489,2.36532599408366,1.14579912072168,3.61633285854801,3.06577557189027,1.23764816585854,-5.3063741293616,1.66780346943953,1.19300564029497,-0.854448243102695,-0.825453561755111,0.0917683248763126,-0.585272378242138,2.64625346789205,-0.342005970760013,1.59766656817295,1.05475240737904,-6.98291271095279,3.18176161918706,..,..
Azerbaijan,AZE,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.4197109537626,18.2627500633198,31.8783422807312,17.144981700211,11.8783981310316,22.7862048551543,41.6759599740491,21.5816167416184,19.5609386111438,1.09155627634902,1.24316329510484,14.6343251720562,1.48227431032828,..,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,1.58175926448681,17.3500308412609,30.8979631431258,16.2607854173546,10.9032586589691,21.5373976690883,40.1280450593401,20.2108429171685,17.0765094031778,-0.985617103262186,0.0457222123049377,13.1503281780054,0.142733931332202,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,4.36652275179894,-2.63801945838391,10.8725793136051,-2.1458214785072,-2.84804725229078,4.71663138337688,-3.07428797296481,4.41996767762004,-3.16397568090565,-9.55900964554468,-2.86743614377679,-1.8903421246977,-0.0252590625681819,-2.77619517773094,2.60419146730924,2.46456252280124,0.279231707947858,5.69744721556876,-1.70708748811576,2.1212267799594,-26.3124955257812,13.1265143934378,..,..
"Bahamas, The",BHS,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,2.84380049709905,-4.00027078036074,9.41995805062967,-3.44325878301976,-4.15033858394735,3.29704185314543,-4.41000400990478,2.95964246268919,-4.53299115447237,-10.8520172265583,-4.22447958799495,-3.1046746542404,-1.10099346098566,-3.68099547724377,1.68633812101274,1.5341030847197,-0.551161045073428,4.89111412618929,-2.41290761896551,1.45204203666323,-26.6594769428162,12.7285390065728,..,..
Bahrain,BHR,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,4.27914476652505,-6.32181453713667,13.5702439372516,5.02548239084209,13.6767147115393,13.7597390511434,18.1187405269357,10.1171432321076,-7.33557105785756,11.126349100817,-6.73748022150893,21.9657185141231,7.38715087836779,1.80475544189009,2.53800756312828,5.55068885974168,4.73866308800599,-2.43660479420325,1.72071097402278,-8.40864005255996,..,..,..
Bahrain,BHR,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,1.59240282665706,-8.58351371657973,9.2022923358122,-1.92979332490188,5.04686281065321,5.66869753861947,10.2234749105117,3.19370796374754,-12.7652394585412,7.99558835244731,-6.61683142525862,20.685064480307,4.26054073424488,-2.03571014660912,-1.30172330911562,1.99262547859824,1.34717376674458,-4.43767310013735,1.25451567011852,-7.3721946537318,..,..,..
